Time,Ax,Ay,Fx_WC_L1,Fx_WC_L2,Fx_WC_R1,Fx_WC_R2,Fy_WC_L1,Fy_WC_L2,Fy_WC_R1,Fy_WC_R2,Fz_WC_L1,Fz_WC_L2,Fz_WC_R1,Fz_WC_R2,Mx_WC_L1,Mx_WC_L2,Mx_WC_R1,Mx_WC_R2,My_WC_L1,My_WC_L2,My_WC_R1,My_WC_R2,Mz_WC_L1,Mz_WC_L2,Mz_WC_R1,Mz_WC_R2
1.425, 0.03012053338453, 0.8809902177409, 2.623467391945, 208.215221766, -47.21121433355, 175.2370703844, 534.9812550045, 234.185609608, 1200.598363908, 1022.916531735, 407.524115154, 213.9023943121, 1397.66585557, 1229.267051371, 153.6403041834, 67.57447501608, 326.2959504043, 269.7599098097, 0.3270358608429, -57.94351976797, 0.09047485493187, -49.63575701125, -0.8143683877451, 0.6643413077441, 4.854466955577, -8.870030980947
1.45, 0.03233257022535, 0.8761252130086, 3.570637103774, 193.6133186959, -49.32830683107, 195.4581965315, 508.3826960053, 202.7890040024, 1212.470702787, 1050.467295005, 389.4418624404, 190.6091655949, 1420.432141759, 1241.380945149, 146.1213504571, 58.31691843498, 329.509305425, 277.2503107413, 0.0202993681815, -53.91547624652, 0.4015386851015, -55.13214407304, -0.6954562635094, 0.5811845092351, 5.324326262493, -8.424447463546
1.475, 0.04976754539861, 0.8926770020317, 2.337570734203, 221.10075599, -48.83605140229, 230.7288367966, 522.7843337564, 207.9147896273, 1224.45207088, 1072.017110974, 402.5839215613, 205.3174900452, 1386.479390642, 1184.651377281, 150.1797280463, 59.91979824569, 333.0135975371, 284.0430845791, 0.3890025207648, -61.52718978322, 0.5156315637392, -64.6061992812, -0.672962635915, 0.6337125142694, 5.833244492215, -6.936307211714
1.5, 0.05826195509498, 0.8962652224098, 2.05522265304, 227.3045752022, -47.95959956007, 250.8868955014, 501.6985069322, 195.335401829, 1237.076388187, 1103.844528669, 388.5592343975, 201.8528758428, 1388.276299763, 1197.247463692, 144.2279752279, 56.26964524905, 336.5110029062, 292.7632027752, 0.4373381253365, -63.2546155019, 0.235782448629, -70.04731681845, -0.5947370521515, 0.6068144864967, 6.377208754755, -6.278735658874
1.525, 0.06158755548973, 0.895894152058, 2.781875655627, 218.6769469409, -49.41085538831, 267.9280294906, 472.2423653083, 183.3714565177, 1246.249777594, 1134.837376124, 368.2291257737, 192.3111863647, 1415.868512221, 1246.535774213, 135.8890142525, 52.74859280238, 338.9411728425, 300.7336274234, 0.1977277355355, -60.86903051181, 0.3871684003831, -74.64870029001, -0.5352847412743, 0.5621708478439, 6.784715090435, -6.184983272613
1.55, 0.07749872508556, 0.9118993032713, 1.753847349985, 246.122211028, -49.23217912911, 297.9070394075, 486.9767828221, 199.0524350477, 1253.613607131, 1150.521961522, 382.1605771085, 213.4326378645, 1393.003088185, 1230.19912027, 140.0517907578, 57.40740531996, 341.1013322063, 305.3501907666, 0.5295059511278, -68.45060994854, 0.5616871790656, -82.67251176235, -0.5313599531703, 0.6363099752058, 7.126557753326, -5.212476921549
1.575, 0.08416295006327, 0.9172333314287, 1.441078150353, 251.7158130256, -48.00471274197, 314.0516867636, 479.3331154401, 193.2390759485, 1261.839899561, 1172.547384368, 378.8527333516, 213.638610321, 1385.550588169, 1235.497092109, 137.8928106023, 55.73442103071, 343.4115531307, 311.4604588575, 0.6169708335039, -70.00132695637, 0.3115458847128, -86.99138029887, -0.501630668789, 0.6216032474019, 7.551256404306, -4.579622676358
1.6, 0.08124347401318, 0.9110471695317, 2.305031665419, 230.4530286784, -48.92574284338, 322.2494362313, 449.2199119489, 172.3164407166, 1268.133670139, 1194.758412365, 357.50377691, 193.5368878241, 1404.722159231, 1261.287132594, 129.3592789859, 49.57896725956, 345.0677537293, 317.3009718827, 0.3288851448185, -64.12875243691, 0.3972614164432, -89.18501264788, -0.4644862659997, 0.5342351023384, 7.922382257026, -4.354463414795
1.625, 0.09234701340126, 0.9174419986412, 1.493742436889, 247.0368679417, -49.074558331, 345.886839888, 458.1073839005, 176.8206705993, 1272.124858921, 1196.992298476, 366.5125154639, 204.0523455706, 1387.173546956, 1227.424969977, 131.8767596881, 50.93839886366, 346.2547817589, 318.3741019902, 0.5815052323019, -68.71326142992, 0.5973998155305, -95.52271464182, -0.4522585197924, 0.5630253814838, 8.174960082677, -3.376508838106
1.65, 0.09863671117874, 0.9222040740489, 1.314430099123, 254.3077455786, -48.10010022774, 359.1173544273, 453.4484768419, 174.3480892073, 1277.111143269, 1214.133142266, 365.371523515, 206.8807748906, 1380.168118227, 1230.521964494, 130.5575088034, 50.24586189174, 347.6572312763, 323.1525132955, 0.6332776254253, -70.72827366138, 0.3996087435866, -99.06420342911, -0.4325087166642, 0.5604010971707, 8.543033914268, -2.783481100927
1.675, 0.0975550547285, 0.9209202872548, 1.909366827411, 241.9475004149, -48.98504005438, 365.5652643214, 433.6325772541, 164.7548318505, 1280.381515158, 1235.253016751, 351.8254298513, 196.566290025, 1402.622678275, 1261.952053316, 124.9273623176, 47.42226962231, 348.458622579, 328.6341914592, 0.4390548616031, -67.3124257832, 0.4482491313693, -100.7742648495, -0.416183481882, 0.5172687713284, 8.839591814558, -2.649829388806
1.7, 0.1076096604525, 0.9278588902292, 1.189285197106, 258.6752606573, -49.08121494976, 385.268649499, 443.9906537813, 172.5514812269, 1282.393061107, 1237.477742525, 362.3052518014, 208.9628029082, 1389.185704414, 1244.247943532, 127.8634858925, 49.7325386306, 349.0791056792, 329.4867118047, 0.6719003181974, -71.93217748688, 0.6014220046795, -106.0571277471, -0.4051937027215, 0.5561163218286, 9.031068448613, -2.012591220324
1.725, 0.1114385981941, 0.9310312676598, 1.094113260881, 261.3316949478, -48.3280407508, 394.9007062925, 440.7147440006, 170.0040609091, 1284.705255891, 1250.752042097, 362.0606071962, 209.4760289764, 1383.225308773, 1250.166683555, 126.9345250319, 49.00465874764, 349.7329965846, 333.1557933561, 0.7008647356461, -72.67035213796, 0.4532326914103, -108.6328603605, -0.390420682749, 0.5491193352071, 9.314228981025, -1.60185667785
1.75, 0.1087618860312, 0.9276367215424, 1.629906000831, 248.3455523517, -48.97063173557, 396.9476042724, 424.9394639391, 160.7559691347, 1285.980265309, 1261.82294865, 351.2205150518, 198.8272427208, 1398.957808205, 1266.759328526, 122.4487489256, 46.28466161624, 350.0074686875, 336.0391620609, 0.525579430871, -69.08326216659, 0.4886848380288, -109.1591287773, -0.3799742137029, 0.507405377115, 9.554542082343, -1.3995418543
1.775, 0.116630517686, 0.9309034656205, 1.011806523944, 260.8764713614, -48.99581932068, 412.7838583675, 431.8906313102, 165.3171364704, 1286.749902083, 1259.034629281, 358.5722080189, 207.5698782795, 1386.419165701, 1242.369663822, 124.421876129, 47.6425859131, 350.2748701919, 335.5527896299, 0.718648895266, -72.54511794169, 0.6087392700688, -113.4198309299, -0.3681811804065, 0.5324978308074, 9.69401951849, -0.9067811516229
1.8, 0.1195385154963, 0.9325276879854, 0.9753033517952, 262.3739968759, -48.4539380118, 420.2115260666, 427.2137916741, 163.2432480582, 1287.407889063, 1269.801176936, 356.6185346919, 207.6511349216, 1383.415318976, 1249.439907428, 123.0952112061, 47.04835235299, 350.4524402976, 338.5051596983, 0.726026355117, -72.96221338901, 0.4947312756517, -115.4049807386, -0.3596937426287, 0.5258240736353, 9.90416091203, -0.6155156749529
1.825, 0.1181835658938, 0.9308424834384, 1.380399680358, 255.3166399425, -48.92841988703, 421.2988605924, 416.0312644792, 159.3093362162, 1287.423080147, 1278.521041904, 349.1927781374, 202.4621883318, 1394.803054846, 1265.942922346, 119.9117621614, 45.88737259693, 350.3954394344, 340.7384932241, 0.5973384652175, -71.01059219928, 0.5331729875847, -115.6646230851, -0.3562759944171, 0.505960132623, 10.08452072949, -0.4910195189703
1.85, 0.1249527343986, 0.9340540739904, 0.7904715797631, 267.203456226, -48.82178522326, 433.9064665553, 422.9061346818, 164.7162387766, 1287.527517253, 1275.876489542, 356.391088523, 211.3043110183, 1383.347820924, 1247.46638959, 121.8661478449, 47.48897899967, 350.4729337698, 340.2175404762, 0.7841181556326, -74.29158567888, 0.618159088232, -119.0530766774, -0.3479594664623, 0.5324761689068, 10.17457120238, -0.1683780192112
1.875, 0.1265219486629, 0.93487690928, 0.8378415634201, 266.342238834, -48.41850770421, 439.2529775125, 418.9304746664, 162.7694160675, 1287.223086107, 1284.366464828, 354.7069057116, 210.151433933, 1382.07684366, 1258.056780018, 120.7384708188, 46.92512208182, 350.3763254875, 342.4978907521, 0.7692912118669, -74.0555363849, 0.5327542716154, -120.4747093289, -0.3435029827578, 0.5239031989413, 10.32305855727, 0.006288867213755
1.9, 0.1244560418642, 0.9327183092643, 1.168569435104, 259.9908461592, -48.77403502564, 437.6548053176, 410.8813107124, 159.5691628829, 1286.542220648, 1288.229345795, 349.4922108551, 205.5503299121, 1390.174649226, 1266.845012266, 118.4459094562, 45.9794873664, 350.1414948816, 343.4668952316, 0.6661001293056, -72.29912276056, 0.5691137980723, -120.0165246408, -0.3418506173824, 0.5071486608379, 10.45317008745, 0.07990562428753
1.925, 0.129374275892, 0.9344087992615, 0.6518189836731, 268.871399301, -48.66825755144, 446.7711160825, 416.342785073, 163.3713652757, 1286.401939587, 1283.698157753, 355.1043435385, 212.0035821632, 1380.389141347, 1247.352229874, 120.0002735008, 47.10787653634, 350.1442688515, 342.4231043858, 0.8272070560543, -74.74995067074, 0.6375848168125, -122.4742954979, -0.335255388147, 0.5260234476255, 10.50494081067, 0.2850519414548
1.95, 0.1302089624829, 0.9347702546987, 0.7101290779596, 267.4657977232, -48.39291033, 450.2980747311, 412.8998196267, 161.800072054, 1285.704200159, 1290.31730483, 353.4054054046, 210.6422529004, 1380.52096558, 1257.60225914, 119.0237926012, 46.65088676811, 349.9342733531, 344.1831974282, 0.8085160791964, -74.3631932725, 0.5736617609865, -123.4107080884, -0.3332018056234, 0.5184701483374, 10.60488293166, 0.3740123807727
1.975, 0.1283300639696, 0.9333574458245, 0.9988241450158, 263.4102478795, -48.66768374532, 447.3429063891, 407.5480538131, 160.5986731872, 1284.769508558, 1292.599854544, 350.1667393203, 208.1059074453, 1386.642016585, 1265.351681933, 117.4983156826, 46.29095180574, 349.6400866124, 344.7216725337, 0.7220994549105, -73.24045385894, 0.6054050861404, -122.5899752967, -0.3325630661151, 0.5103727973502, 10.69711999408, 0.376424870712
2, 0.1320470864242, 0.9347976085421, 0.513917512251, 270.9230622707, -48.57177732244, 453.7230203364, 412.8400663635, 164.3933733902, 1284.668741461, 1287.696607262, 355.2997844599, 213.769458799, 1378.5991274, 1248.80973322, 119.0049285192, 47.41348307463, 349.6488757705, 343.5369197137, 0.8728946277114, -75.31285261368, 0.6601543200428, -124.3134102347, -0.3277419162853, 0.5281815841305, 10.71756234985, 0.4806286852708
2.025, 0.1318356628577, 0.9347333246665, 0.5847276514135, 268.5423848394, -48.40564420779, 454.9028528251, 410.3142738936, 163.0828688075, 1283.970835104, 1291.976846252, 353.9722149498, 211.9205459997, 1379.727051679, 1259.44113593, 118.2889628712, 47.0286267118, 349.4385828218, 344.6405163659, 0.8509889783356, -74.65649146946, 0.6146966770318, -124.6221659729, -0.3269222223815, 0.5209841449898, 10.77841916, 0.4857247842625
2.05, 0.1295692198309, 0.9336455374127, 0.8576506484445, 264.9973341015, -48.6184891271, 450.3751201047, 406.9459741116, 162.5474716375, 1283.113259591, 1292.796355362, 352.093653166, 209.8817267322, 1384.146198551, 1264.099364127, 117.3280420311, 46.86307808736, 349.1768451285, 344.8007354898, 0.7715175749431, -73.67516024958, 0.6401331302158, -123.3866811396, -0.32593399286, 0.5159793426515, 10.8414805232, 0.4199428187569
2.075, 0.1317900550497, 0.9342057458554, 0.4067122451443, 270.5061190097, -48.56070036812, 453.6511933717, 411.6852983985, 165.5765943204, 1283.261105883, 1286.183054462, 356.2938754119, 214.0261408322, 1377.755093686, 1247.754394124, 118.6774438112, 47.75767768943, 349.250301641, 343.1336952751, 0.9090498928205, -75.19475156375, 0.6854689093385, -124.2813488807, -0.3222740115639, 0.5300311228885, 10.83621567811, 0.4421319836124
2.1, 0.1309905786151, 0.9341104514156, 0.481699009077, 267.5742086848, -48.49483357279, 453.5539055642, 409.7336522278, 164.4803315919, 1282.821605957, 1289.560018407, 354.9928494598, 211.8921579129, 1379.773214899, 1257.984374041, 118.124606465, 47.43230203054, 349.1121554242, 343.9833506892, 0.8849797249023, -74.38627074584, 0.6549462303194, -124.2537129219, -0.3224411313415, 0.5235246805341, 10.86482181125, 0.369389688897
2.125, 0.12859814951, 0.9334596852556, 0.7405197167616, 265.2049304935, -48.65461238679, 447.6465333799, 408.1321430485, 165.1198523568, 1282.240421437, 1288.951636619, 354.301763731, 210.9553650274, 1382.823777091, 1261.369111815, 117.6665223532, 47.61040775165, 348.9371231029, 343.7554996077, 0.8119427860803, -73.72972697733, 0.6739518230137, -122.6535262709, -0.3213500110241, 0.5237717036941, 10.90242269884, 0.2358959241161
2.15, 0.1295172815246, 0.9334170175144, 0.3133292009242, 269.3558648753, -48.63301001389, 447.8853387171, 412.6453072774, 167.9858583769, 1282.716801798, 1280.696028334, 357.8416620147, 214.2073918801, 1377.948898355, 1246.771580336, 118.9512477446, 48.45323013525, 349.0982976655, 341.6097523748, 0.9402668567005, -74.8745930933, 0.7118927571002, -122.7337717854, -0.3192597656552, 0.5364633846591, 10.87183095843, 0.178683896056
2.175, 0.1281370759787, 0.9333482522989, 0.3944821752528, 265.929836768, -48.64844168012, 446.5144383839, 411.5338120556, 167.2041882511, 1282.647514403, 1282.917791614, 356.8353562172, 211.882332473, 1380.527297941, 1256.741841308, 118.6372285842, 48.21651802055, 349.0652168133, 342.1324479871, 0.9144027721692, -73.92963378766, 0.6942401107743, -122.3707433022, -0.3201205146709, 0.5309699198574, 10.87106161674, 0.02285732290618
2.2, 0.1253724051751, 0.9329017262956, 0.6550788884774, 264.0151777923, -48.76240935074, 439.0872531788, 411.4578925417, 168.5560784231, 1282.426982988, 1280.653509028, 357.1186396597, 211.4539310403, 1382.439191303, 1258.273133837, 118.6132018344, 48.60221285548, 348.9993422575, 341.4577818599, 0.8425732328025, -73.39899965567, 0.7056679558849, -120.3699386199, -0.3186801485078, 0.5344123088747, 10.88597718756, -0.1823173223857
2.225, 0.1249578275646, 0.9319446146164, 0.2567316216508, 266.6263688537, -48.78518389177, 436.3548792064, 415.7282308552, 171.0133134893, 1283.20338963, 1269.935161996, 359.9531360191, 213.6082218031, 1379.012631004, 1244.355014684, 119.8283613567, 49.32118750933, 349.2401806872, 338.6183521062, 0.9597897451225, -74.11933694167, 0.7378020490136, -119.6545395551, -0.317964116322, 0.5448632869747, 10.83051130028, -0.3034044310944
2.25, 0.1229553608919, 0.9316742611006, 0.347352864011, 262.8393004651, -48.88030514191, 433.4110201104, 415.3478641618, 170.5256497298, 1283.482432057, 1270.370322492, 359.1463011179, 211.1743012841, 1382.189496385, 1253.797048745, 119.7221073989, 49.16743416751, 349.3054876727, 338.6395319717, 0.9308597980064, -73.07472255617, 0.7316738191317, -118.8766531449, -0.3195091805588, 0.5404310665409, 10.80131533997, -0.5484859493706
2.275, 0.1201539303907, 0.9314840060098, 0.6161509372619, 261.8022820033, -48.93850392702, 425.1576798636, 416.9315668953, 172.9673689056, 1283.584222426, 1266.180282236, 360.5483846367, 211.671765422, 1382.800697998, 1253.845128288, 120.1698629716, 49.87182348492, 349.3384621541, 337.4393954968, 0.8590162629827, -72.78666531299, 0.7347102012946, -116.6608388481, -0.3177501139375, 0.5486172916548, 10.79460551758, -0.8129255428162
2.3, 0.1184471722972, 0.9297864033513, 0.2479981107184, 262.9692348194, -49.00066879799, 419.4645696936, 420.8886381656, 175.1303428227, 1284.503644222, 1253.71030835, 362.6288110856, 212.8649176485, 1380.914040336, 1241.389578811, 121.2953361313, 50.50022545412, 349.6140884685, 334.0948996376, 0.9648432630932, -73.10862618729, 0.7598296208205, -115.1509869615, -0.3188681673226, 0.5571239300371, 10.71235535043, -1.006075088191
2.325, 0.1159587668688, 0.9290815350822, 0.354150589393, 259.0835023796, -49.15809563329, 415.15000618, 421.5261627284, 175.183792299, 1284.977230234, 1251.181459719, 362.3327207934, 210.6116483153, 1384.304980764, 1250.109045265, 121.4782218312, 50.50218302681, 349.7361010778, 333.2908766041, 0.9321858913828, -72.03659464578, 0.764622184727, -114.0116299611, -0.3209785827382, 0.5546799260378, 10.65439040538, -1.326559344527
2.35, 0.1127456597415, 0.9287902809027, 0.6398617895863, 258.3364030805, -49.15891409297, 405.3185508737, 424.322839598, 178.3570035391, 1285.255501054, 1244.759031975, 364.4547178073, 211.5785091507, 1384.015716744, 1249.065739916, 122.2703203046, 51.41989314694, 349.8244944803, 331.4780952222, 0.8567715959024, -71.82892451318, 0.7557571052618, -111.3768553902, -0.3194435538224, 0.5658134273275, 10.62617524523, -1.646084132362
2.375, 0.1101270382367, 0.9265779769224, 0.3026785260135, 258.2262535534, -49.26676420098, 397.768164381, 428.1094027246, 180.2570216581, 1286.077543877, 1231.275533976, 365.9593097167, 211.956699981, 1383.42548669, 1237.346028104, 123.3467109032, 51.96733669706, 350.0682093412, 327.8390664407, 0.9514826408294, -71.79855362705, 0.7781470978142, -109.3702748239, -0.3223480453645, 0.5725045802322, 10.51489588045, -1.908539933533
2.4, 0.1073134359235, 0.9253983086041, 0.4240952467716, 254.5367088959, -49.44447674821, 392.2739801234, 429.800852517, 180.9503306399, 1286.494999406, 1225.701081799, 366.2629019963, 210.1195966188, 1386.574525151, 1244.976101873, 123.8287522582, 52.15503848752, 350.1775979483, 326.192548845, 0.9154877256772, -70.78057068372, 0.7871282178123, -107.9195301339, -0.3251553315092, 0.572466835255, 10.42942397917, -2.28596262839
2.425, 0.1036814441031, 0.92488171513, 0.73740188471, 253.6616855301, -49.40660852052, 381.1631725122, 433.2788652916, 184.6256868512, 1286.736236588, 1217.546844603, 368.6641792971, 211.269148518, 1385.997152321, 1243.686451846, 124.813751839, 53.21853365538, 350.2579509246, 323.8974766634, 0.8324788218631, -70.53780319543, 0.7673466149109, -104.9441890051, -0.3246290826625, 0.5851880827699, 10.37940420246, -2.651122917254
2.45, 0.1004905542775, 0.9222749768473, 0.4236517980661, 252.8137611251, -49.54402383442, 372.3629674744, 437.1719512697, 186.5711706022, 1287.166531027, 1203.115127567, 369.9360198547, 211.3090713044, 1386.179095829, 1232.496448508, 125.9197267514, 53.77658993947, 350.3888966602, 319.9866646635, 0.9193744592706, -70.3037433831, 0.7886745791324, -102.602157664, -0.3293850467731, 0.5912831252069, 10.23857429996, -2.957907895294
2.475, 0.09746141704188, 0.92064914109, 0.5599665400954, 249.3300161069, -49.71211682655, 365.9749277763, 439.7347985341, 187.8434171951, 1287.257217138, 1195.030553056, 370.7529868483, 209.9045669491, 1388.915490987, 1239.209703884, 126.6487657998, 54.13298636176, 350.4093384848, 317.6469709846, 0.8801043486718, -69.34243953594, 0.7966266673588, -100.9143155482, -0.3333464850064, 0.5931755088321, 10.12785847204, -3.369256784492
2.5, 0.09350223477342, 0.9198468878181, 0.9066637096121, 248.0544656094, -49.64911221462, 354.1004314349, 443.5316423943, 191.7595830902, 1287.247043554, 1185.691047455, 373.1939364751, 211.0234320415, 1388.338466735, 1238.015686937, 127.7235275904, 55.26598265871, 350.4194278849, 315.019758576, 0.7874086727566, -68.98920944972, 0.7684495518527, -97.7350800107, -0.3342801176269, 0.6060891490575, 10.05760787338, -3.756322063695
2.525, 0.09003702478376, 0.9169578111718, 0.6089436728529, 246.7845147576, -49.79474023855, 344.7092853516, 447.5763803892, 193.7920993374, 1287.027545654, 1170.768621541, 374.3908655306, 210.954491774, 1388.869576964, 1227.007464262, 128.8718200526, 55.84822726345, 350.3661579543, 310.9714450342, 0.869154901898, -68.63857351555, 0.7878292407174, -95.2324400072, -0.3409333966833, 0.611720654206, 9.891986088547, -4.070143830352
2.55, 0.08695669359025, 0.914843131251, 0.7124949664828, 243.7167861614, -49.94529338305, 337.7495655709, 450.6884178145, 195.4795787565, 1286.570734201, 1160.60487534, 375.4201924959, 210.020088499, 1391.158162109, 1231.809802818, 129.7561669599, 56.32668733069, 350.234812257, 308.07224847, 0.8391782791328, -67.79206189457, 0.794013652925, -93.39126045264, -0.3471903432486, 0.6148099589889, 9.754128975636, -4.478288444287
2.575, 0.08298809935808, 0.9140243387869, 1.14263271635, 241.9735587738, -49.85387123189, 326.1273531789, 454.5045908201, 199.5485459257, 1286.179041345, 1151.506027865, 377.843237562, 211.1003072908, 1390.678821593, 1232.786508649, 130.8356238174, 57.50410611129, 350.136432677, 305.487978964, 0.7230224307777, -67.30986556331, 0.7566853042403, -90.28024321576, -0.3492367937934, 0.6273742164674, 9.673657506347, -4.863280099476
2.6, 0.07943853856085, 0.9110425754097, 0.8596760671433, 240.3406085008, -49.99904313209, 316.6919930096, 458.5519897401, 201.4942445174, 1285.204315287, 1137.054702128, 378.9988078099, 210.9191090783, 1391.343014328, 1221.619045001, 131.9836919046, 58.06046146483, 349.8694660395, 301.5760459826, 0.8002043774847, -66.85893363692, 0.7739904964012, -87.76181046887, -0.3573895879157, 0.6319086251742, 9.494784376857, -5.14233661546
2.625, 0.07658813700348, 0.9090161914764, 0.9619577691752, 237.6740203509, -50.21303729676, 310.0708563721, 462.3901471157, 203.5436017922, 1284.081333932, 1126.528239648, 380.6996049244, 210.4867071972, 1397.16395488, 1224.05249229, 133.0735122664, 58.64728452282, 349.5402800955, 298.6099634528, 0.7720588205392, -66.12324980998, 0.7684556621031, -86.00842908578, -0.3643248879937, 0.6360223773604, 9.344349313853, -5.486594909282
2.65, 0.0728111491192, 0.9081897152069, 1.45177648275, 236.0903280318, -50.12430619047, 298.6114375903, 464.870445465, 208.317390814, 1283.339093823, 1118.018316602, 382.1266887369, 212.1579367544, 1400.254334526, 1222.645041078, 133.7748220437, 60.03359807769, 349.3245767429, 296.2276262637, 0.6375008995233, -65.68430764489, 0.7104122159444, -82.93231511126, -0.3682639374372, 0.6497696649729, 9.257960627069, -5.798724159962
2.675, 0.07021345088492, 0.9051122746435, 1.083708888375, 235.7119679742, -50.07158652694, 290.8801178456, 466.8154668247, 211.4466263345, 1281.68933361, 1104.820746631, 381.4102460007, 213.2511544447, 1395.490327371, 1212.833149904, 134.3297664148, 60.94098700321, 348.8843684455, 292.6560199173, 0.7357069301635, -65.57789388039, 0.7376699284571, -80.85854180734, -0.3822940167879, 0.6566363379821, 9.050418924521, -6.031839772727
2.7, 0.06775694280641, 0.9027435191927, 1.15497592599, 233.1921659053, -50.11766455308, 285.1832263561, 467.9772477886, 213.7245794654, 1280.266705057, 1095.93347782, 380.9098633962, 213.130101835, 1395.982266279, 1218.696771136, 134.6642234224, 61.59668435443, 348.4846491893, 290.1057113269, 0.7138301474948, -64.88059261211, 0.7518101090828, -79.34039746396, -0.395283344305, 0.6587064998892, 8.894905567845, -6.36359143509
2.725, 0.06404016712536, 0.9018701976082, 1.639547879167, 230.6566014655, -49.84789359422, 274.7674710309, 470.0195576966, 217.2155438922, 1279.369476343, 1089.213427871, 382.0634526056, 213.8290892612, 1395.915258224, 1221.268581168, 135.2423741996, 62.60741292797, 348.2406887597, 288.1716403304, 0.5822818665874, -64.17806516288, 0.6804042813577, -76.53845287507, -0.4027401881482, 0.6656039968772, 8.80863226841, -6.662445893433
2.75, 0.06149270262318, 0.899537617438, 1.289689641824, 229.7008836305, -49.9342023814, 268.0303610881, 474.4967948275, 218.8452742017, 1277.204348297, 1077.825750544, 383.7638238377, 213.9913738698, 1394.326906974, 1210.560933833, 136.5118632041, 63.07651409465, 347.6431061264, 285.1212769172, 0.6813636473018, -63.91321656638, 0.7127752429723, -74.73054148263, -0.4154184409096, 0.667297481069, 8.61620838898, -6.813087623605
2.775, 0.05919016709141, 0.8977032086732, 1.348295994614, 227.0751737738, -50.08977618211, 263.1407288928, 477.8991651605, 219.4947436574, 1275.418115152, 1070.085853061, 385.389174821, 213.0719416244, 1398.015427606, 1211.930132303, 137.4772860922, 63.25726422274, 347.1302059556, 282.9513375886, 0.6662885935824, -63.18865568549, 0.7162815346339, -73.43145384169, -0.4247241755434, 0.6655904252643, 8.478516139623, -7.023708620897
2.8, 0.05597505523884, 0.8974478939685, 1.828785965998, 225.3513704597, -50.1814737274, 253.7153268755, 479.6654100477, 222.8845679754, 1274.494257449, 1065.523432571, 386.5194858402, 214.1816925887, 1402.584846279, 1212.03545323, 137.9750364781, 64.24192070561, 346.8558552774, 281.6570713119, 0.5343448268844, -62.71154897714, 0.6944071603282, -70.89726990533, -0.4278328965613, 0.6739879325572, 8.416792583723, -7.216616478727
2.825, 0.05440949629285, 0.8954159561647, 1.531001971465, 224.6525273637, -50.17981197954, 249.4684791006, 481.7618969457, 224.67712502, 1272.240084418, 1057.115984403, 386.5937966377, 214.6791124242, 1403.996859574, 1202.08217052, 138.5715384856, 64.76151924662, 346.2215506467, 279.4415197434, 0.614889345186, -62.51767306596, 0.680961505374, -69.75518985896, -0.4396658246808, 0.6762995109097, 8.248725356363, -7.281116844436
2.85, 0.05306824270196, 0.8940884556854, 1.581497478132, 223.0878544563, -49.87961525409, 246.1869178357, 482.4659486565, 226.1232728647, 1270.621264408, 1052.873059507, 386.260942174, 214.7544394028, 1401.028389399, 1208.275144549, 138.7745866492, 65.17998071898, 345.7835971474, 278.1802972777, 0.5987967297338, -62.08518828617, 0.6279486679627, -68.88127084751, -0.4500438687344, 0.677093570721, 8.1311893381, -7.468733008771
2.875, 0.0506574787444, 0.8934897097881, 1.988341874741, 220.4746557795, -49.78485483773, 240.2041695641, 481.9570431463, 227.6724962237, 1270.020614416, 1051.030068993, 385.6627877028, 214.5655888776, 1398.94928518, 1213.898766277, 138.6302982302, 65.62456401184, 345.6200119479, 277.5774034894, 0.484529898639, -61.36176459502, 0.6219333714226, -67.27182549128, -0.4543510379502, 0.6783363769663, 8.087798126601, -7.63876208517
2.9, 0.04912413332374, 0.8920028356754, 1.665621808084, 220.0647232154, -49.83524928942, 235.9840450762, 484.3557234362, 228.0598499535, 1267.941573506, 1045.179892804, 386.2001526172, 214.4553594645, 1398.324748995, 1202.087024827, 139.3107627916, 65.73352560236, 345.0432644355, 276.0961598223, 0.57434591106, -61.24764991774, 0.6398294546345, -66.13011213816, -0.4654529971087, 0.6770572392248, 7.949007381543, -7.635588474046
2.925, 0.04832152167808, 0.8930576146998, 2.053458428324, 219.4545396224, -49.76263830055, 233.6158624198, 486.9186999254, 230.2631403235, 1267.473945742, 1045.179937308, 388.3521931226, 215.5041053032, 1400.013338471, 1211.930687056, 140.0354499207, 66.37910677446, 344.9035529837, 275.9706701992, 0.4711263005291, -61.07985560873, 0.6028654746539, -65.50396573694, -0.4692581009121, 0.6832487950005, 7.923622708148, -7.778571602257
2.95, 0.04611350608486, 0.8912885941152, 1.85531840902, 217.0223169067, -50.08982729761, 228.8009526765, 486.5923223289, 228.7894273865, 1265.931784326, 1042.043413936, 387.1241120338, 213.6053453786, 1407.377819288, 1200.542014981, 139.9435575056, 65.9365146875, 344.4435577742, 275.23649742, 0.5213937607082, -60.40725647178, 0.6226021867597, -64.20080393918, -0.4724963922947, 0.6765378633532, 7.830787504402, -7.74122130628
2.975, 0.04612743266711, 0.8926790344056, 2.22468965311, 217.1475789082, -49.70158328072, 228.1632705245, 488.4053459924, 231.2086508946, 1265.600432312, 1043.328860298, 388.8198436135, 215.1088650893, 1405.431851337, 1208.180058572, 140.4563825047, 66.6483158717, 344.3620187428, 275.5045832528, 0.4223940622144, -60.44243870716, 0.5334041622306, -64.03742517922, -0.4749943381222, 0.684286378565, 7.812985658535, -7.818027270133
