Time,Ax,Ay,Fx_WC_L1,Fx_WC_L2,Fx_WC_R1,Fx_WC_R2,Fy_WC_L1,Fy_WC_L2,Fy_WC_R1,Fy_WC_R2,Fz_WC_L1,Fz_WC_L2,Fz_WC_R1,Fz_WC_R2,Mx_WC_L1,Mx_WC_L2,Mx_WC_R1,Mx_WC_R2,My_WC_L1,My_WC_L2,My_WC_R1,My_WC_R2,Mz_WC_L1,Mz_WC_L2,Mz_WC_R1,Mz_WC_R2
3, 0.04540555984002, 0.8917777119642, 1.759453991582, 217.9590163638, -50.08198582307, 225.6475616421, 488.5212248093, 231.4581698825, 1264.162369898, 1041.097701892, 387.7307225969, 215.4684230657, 1406.081015855, 1198.790571534, 140.491160252, 66.7214654725, 343.9517065543, 275.0004486208, 0.5477337117867, -60.66604869651, 0.6315663379544, -63.35132709596, -0.483144191127, 0.684624453194, 7.721767435453, -7.766456057576
3.025, 0.04489447889416, 0.8911159262037, 2.007836098787, 215.3957395534, -49.84377010325, 225.7619238363, 486.5894623658, 230.0932389529, 1263.809114472, 1042.930501449, 386.155434041, 213.715406335, 1404.784858223, 1209.290982347, 139.9472123986, 66.31424883115, 343.8564916251, 275.3892907055, 0.4751149178583, -59.95779215756, 0.580497286847, -63.39362967796, -0.4844526723059, 0.678527618478, 7.697876888553, -7.867435075002
3.05, 0.04383566536993, 0.8928143446047, 2.25976316527, 215.1830600275, -49.88000410632, 222.3480373813, 487.0490386102, 231.7554764841, 1264.302161099, 1045.892245264, 386.9038312755, 214.6814284452, 1405.752571239, 1207.61460707, 140.0747606283, 66.80095476108, 343.9932694799, 276.2265550912, 0.4078347704785, -59.89785008335, 0.5829232880045, -62.46446203838, -0.483064239053, 0.684384757285, 7.727869308285, -7.838503911395
3.075, 0.04388743505539, 0.8927273209697, 1.936770693276, 215.7525453286, -49.73699142993, 222.1144238324, 487.5985919202, 231.0196938739, 1263.504581525, 1046.046116104, 386.7281511806, 214.4479560098, 1406.428603315, 1198.029885047, 140.2312738629, 66.58633688477, 343.7680735565, 276.3967278665, 0.4964607250817, -60.05536009849, 0.5381189115889, -62.39208594636, -0.4858283977431, 0.683071559353, 7.679331688205, -7.718635726485
3.1, 0.04397335511735, 0.8923795892809, 1.962115536342, 214.0474085507, -49.65868145237, 223.7139244469, 486.4735690221, 229.0581155459, 1263.083590788, 1048.526615739, 385.7322923526, 212.6921984364, 1408.480211167, 1205.548925323, 139.9151570295, 66.00710942784, 343.644719533, 277.0050004801, 0.4862020516097, -59.58510983358, 0.4973439085213, -62.83378608984, -0.4872051382285, 0.676614617765, 7.656118504465, -7.755864031105
3.125, 0.04322455026362, 0.8941400380337, 2.308712158233, 213.9274406591, -49.66521125709, 221.1185855371, 485.8877190853, 229.9888585913, 1264.101512088, 1053.105188528, 385.8785024611, 213.3053902337, 1405.666430112, 1208.001040684, 139.7458261085, 66.27958461727, 343.935313213, 278.240971205, 0.3910506535165, -59.55133839274, 0.5207880461964, -62.13091258787, -0.482541454631, 0.6812378544507, 7.719149503036, -7.741526514731
3.15, 0.04389615427448, 0.8944861184548, 1.87358048789, 215.3852004076, -49.963823573, 222.5626059353, 486.2764463189, 229.8967090601, 1263.606986861, 1053.888960447, 385.6262748871, 213.8019738446, 1408.638089282, 1198.804773473, 139.8570553848, 66.25659493873, 343.783602733, 278.5831661221, 0.5105238404544, -59.95421727553, 0.5770025103184, -62.50993649931, -0.484667910948, 0.6827455903568, 7.687599002643, -7.595333016697
3.175, 0.04439085775232, 0.8943106497003, 1.930458674589, 214.0168602858, -49.73719999908, 225.08472602, 484.191178483, 227.5843726818, 1263.810700609, 1057.572317076, 384.0552181038, 212.0019438602, 1407.104482543, 1206.561209322, 139.2695079547, 65.57608898941, 343.8468282603, 279.5276783178, 0.4908747559889, -59.57689563824, 0.5294508069142, -63.19833922566, -0.4834215602426, 0.6756562040486, 7.69858944747, -7.608007320548
3.2, 0.04382222452585, 0.8959211422724, 2.163568244131, 213.9170239226, -49.63635379618, 222.8500361796, 482.4210227908, 228.2782652178, 1264.95906346, 1062.601440596, 383.2830982364, 212.4972915264, 1408.385476203, 1205.746002675, 138.7652655416, 65.77856535056, 344.1631865113, 280.925005127, 0.4254019851871, -59.54857195533, 0.4895224648203, -62.58668990695, -0.4773599218068, 0.6795808616805, 7.769764756034, -7.540974317092
3.225, 0.04525446310434, 0.8968456283461, 1.853506273961, 215.326180125, -49.92034000967, 226.9096806413, 484.0176428331, 228.090996109, 1264.85222485, 1064.093079934, 384.3257645015, 212.9590574348, 1411.292119589, 1202.813712887, 139.2192889804, 65.7295651968, 344.1186097135, 281.405104964, 0.5134856897491, -59.9388327653, 0.5430954667461, -63.68124211653, -0.4784603987148, 0.6810843176046, 7.761440536928, -7.429865968154
3.25, 0.04458137997877, 0.8982946013394, 2.372158803307, 213.8243045407, -49.52173973276, 225.0094382301, 480.7256413217, 227.179107233, 1266.609514171, 1071.07765818, 382.8619138709, 212.0645501952, 1413.19427764, 1206.781695629, 138.2853734298, 65.4596033432, 344.6070735539, 283.2905352687, 0.3671198193647, -59.52382884565, 0.4182111401936, -63.16292241267, -0.4683815170043, 0.6795674997896, 7.872973259902, -7.385768080982
3.275, 0.04506801973732, 0.8969571281356, 1.922905580379, 213.7440821405, -49.55434463517, 226.9943483246, 478.2539567314, 224.6216302838, 1266.06114599, 1071.799680701, 380.1968343906, 210.4987005443, 1407.688072765, 1202.157048825, 137.5873839232, 64.70702250004, 344.4749837541, 283.5500530147, 0.4851888660452, -59.50121783159, 0.4738105942253, -63.69332644007, -0.470574158678, 0.6715675124962, 7.834307159017, -7.292467466178
3.3, 0.04600056048718, 0.8995341263696, 2.111332286067, 215.5053868633, -49.43744325569, 228.2890729371, 478.3806668667, 226.5910689789, 1267.401832107, 1077.061442947, 381.0612429237, 212.4787252186, 1405.17872157, 1205.77886047, 137.6214323222, 65.29116564984, 344.8535203181, 284.974154007, 0.4365340644734, -59.98783235219, 0.4667973384496, -64.03860256455, -0.4664319245422, 0.680510457892, 7.916008882456, -7.235630066629
3.325, 0.04686399329753, 0.9006905315811, 2.144525113627, 215.5594033585, -49.70862474277, 231.2105642719, 477.6738643095, 225.7372205079, 1268.297664386, 1081.629526391, 380.973189962, 212.1174069969, 1410.165716953, 1212.617344782, 137.4220187985, 65.04324226303, 345.081282755, 286.1727282263, 0.4276719313168, -60.00365577368, 0.4987824387065, -64.83038931542, -0.4621241273449, 0.6792595932592, 7.973446230789, -7.213849423066
3.35, 0.04643428236312, 0.9005505303155, 2.105274869764, 214.6264756733, -49.68210901452, 230.5691624944, 475.6463615076, 223.9403211039, 1268.80067475, 1083.893855468, 379.512480721, 210.7729703392, 1409.525628911, 1206.876114335, 136.8464479914, 64.51243333387, 345.2241073985, 286.8693913827, 0.4351526660192, -59.74555179069, 0.4935418017848, -64.64940052663, -0.4582848998821, 0.6740916522737, 8.008061420611, -7.103997577756
3.375, 0.04798529020583, 0.9006577695546, 1.743435815097, 215.7514577572, -49.5405198049, 234.881767973, 476.27746059, 222.6363532198, 1268.532389392, 1084.763537914, 379.75305481, 210.4676629382, 1409.274966713, 1202.52749543, 137.0271832315, 64.13464135604, 345.1572172049, 287.1845428893, 0.5354250015235, -60.05747916556, 0.4562758102541, -65.81077134179, -0.4593990391421, 0.6715306145621, 7.990780134178, -6.975054134865
3.4, 0.04842312361376, 0.9024982636766, 2.19302683116, 216.1085867768, -49.45348690117, 235.4009173626, 473.9905440158, 223.2718308969, 1270.220528595, 1091.0904898, 379.0053503662, 211.1690394221, 1407.536915903, 1211.856675426, 136.3775362946, 64.32397830188, 345.6259060283, 288.8253927003, 0.4101682768463, -60.15635916738, 0.4493184979327, -65.95141117983, -0.4515813659254, 0.6754283217403, 8.101964834425, -6.98440340094
3.425, 0.04866411427083, 0.9020003600359, 1.76489932612, 216.3012443826, -49.8370414538, 236.5154491998, 471.8345198598, 221.9516845964, 1270.405314408, 1092.096091257, 377.0192057845, 210.4725498491, 1411.697670265, 1204.281469235, 135.767701019, 63.93565528702, 345.6578694142, 289.2032463828, 0.5248694725217, -60.20873175646, 0.5204943271202, -66.24109761755, -0.4504105164423, 0.671436642524, 8.109524970808, -6.851112343989
3.45, 0.04935634692717, 0.9041689682047, 2.050205952654, 217.5195586658, -49.73126014505, 237.414679404, 471.743321355, 223.4004589144, 1271.710561896, 1096.776661258, 377.8504493871, 211.9501832675, 1410.351465206, 1209.119546056, 135.7405508345, 64.36588125414, 346.0295830118, 290.4484911217, 0.4496170523225, -60.54523327342, 0.5074248750102, -66.47993398467, -0.4454988837807, 0.6779725882318, 8.197737664093, -6.823226502032
3.475, 0.0504738843562, 0.9040329706535, 1.979102235871, 216.8573409371, -49.42988897277, 241.5236570537, 471.3055638509, 221.1638684884, 1271.849561311, 1098.670764205, 377.6085088937, 210.4387482268, 1410.742770255, 1211.578377812, 135.6186953986, 63.71034596407, 346.0699966152, 290.9633868744, 0.4689870831533, -60.36329899396, 0.4239011229613, -67.59137277183, -0.4442371600929, 0.6707294730455, 8.206105234809, -6.772455398247
3.5, 0.05014028966224, 0.9048739420499, 2.120803104834, 216.5313235908, -49.43642887193, 240.6215799194, 469.7550670392, 220.5899343911, 1272.955081827, 1102.495483067, 377.0620683659, 210.1013760833, 1407.468876334, 1213.959562346, 135.1760778518, 63.54076052725, 346.3858875388, 291.9852667873, 0.4287464990442, -60.27291635328, 0.4495779737253, -67.34558107259, -0.4386141769815, 0.6699745457943, 8.288141524457, -6.745323613018
3.525, 0.05095687754894, 0.9044426266907, 1.706851760904, 217.8664680631, -49.87301072876, 242.790829417, 469.9776531265, 219.7640687672, 1272.803799863, 1101.125550705, 376.8548937403, 210.1112564509, 1411.28036954, 1203.178923537, 135.2397496528, 63.30232865625, 346.3272993646, 291.7455671126, 0.5426948519905, -60.64225293567, 0.534752866825, -67.9216396062, -0.4384840882416, 0.6686098418167, 8.276714390668, -6.588805543068
3.55, 0.05253367426396, 0.9057121462319, 1.819443253122, 218.8456918242, -49.79167635208, 246.8920259891, 469.896255532, 220.1929340159, 1273.462264195, 1104.623436895, 377.3236249959, 210.8418739873, 1412.278016806, 1211.707603556, 135.2178940676, 63.43354116551, 346.5063911044, 292.6326796946, 0.5131817873453, -60.91373369528, 0.5069510119157, -69.03442145822, -0.435055427811, 0.671359306996, 8.324221318799, -6.593968831816
3.575, 0.05198460659498, 0.9063379960066, 2.14215158991, 217.6437012909, -49.42383796125, 245.4893674061, 467.4355842146, 219.7582376171, 1274.493302675, 1108.569743009, 376.1529939611, 210.2588260476, 1409.574245337, 1216.612050133, 134.518676569, 63.30327450028, 346.8078676124, 293.6535742933, 0.4219368017729, -60.58101535432, 0.4313706519428, -68.65142769862, -0.4308747618254, 0.6695885074241, 8.401651034385, -6.608711049453
3.6, 0.05250370870448, 0.9053938573712, 1.696199143013, 218.5665918864, -49.46755291533, 246.8492793622, 467.5448416574, 218.780110875, 1274.049755415, 1106.295008859, 375.6205846747, 209.9607874925, 1407.029796548, 1207.746204203, 134.5501496411, 63.01690666542, 346.6967787516, 293.1288725622, 0.5444339867241, -60.83562900645, 0.4637940464615, -69.01176438544, -0.4332028278646, 0.6666777381751, 8.365314199557, -6.50957997362
3.625, 0.05295734437833, 0.9063682869509, 1.775370889701, 219.341679629, -49.49718677339, 247.6282171044, 467.6537900501, 219.3540430883, 1274.669194738, 1108.256473703, 376.1740363667, 210.6713811021, 1406.84246487, 1209.173853591, 134.5795779131, 63.1883245088, 346.8646139772, 293.6553974556, 0.5241276287091, -61.05009937273, 0.4735425932483, -69.22010224618, -0.4298510008369, 0.6698128306091, 8.412665045845, -6.48144676266
3.65, 0.05321692473295, 0.9067282881055, 2.002689049682, 218.7299151594, -49.45813600844, 248.7652573555, 466.5609165622, 218.7277790312, 1275.29243268, 1110.69749339, 375.8397285162, 210.1537950269, 1406.786283831, 1215.274781359, 134.2698349432, 63.00449811716, 347.0380367442, 294.2631263394, 0.4605106604809, -60.88161712565, 0.462996885791, -69.53144865005, -0.4268266738891, 0.6678686838082, 8.462222792977, -6.507781451313
3.675, 0.05366147264162, 0.9058523901678, 1.659681774923, 219.1633968446, -49.88703481919, 250.4400477904, 466.5687343668, 217.7264883988, 1275.052796042, 1108.42780415, 375.4312290639, 209.6843700449, 1412.424000729, 1206.44031295, 134.2738329195, 62.71201479997, 346.9481328085, 293.7551848313, 0.5545017678451, -61.00152840463, 0.5325358143903, -69.97855350879, -0.4270461287746, 0.6647269111727, 8.4422712622, -6.402378746611
3.7, 0.05398025021159, 0.9068072098423, 1.691566905309, 220.4182900351, -49.72647546645, 250.1250793188, 466.5867054119, 218.9366691841, 1275.541973639, 1109.8588528, 375.8131199832, 210.9321206883, 1412.662288596, 1206.071212718, 134.2774317122, 63.07039722809, 347.0864089417, 294.1479368927, 0.5472946581757, -61.3481646478, 0.4878047394837, -69.88778676116, -0.4246639862732, 0.6699262693685, 8.481199297369, -6.373456706412
3.725, 0.05460346777251, 0.9064264503925, 1.60338826159, 219.9657086787, -49.75647457092, 252.7977142531, 466.3112351397, 217.90388922, 1275.492651918, 1110.217615472, 375.5132226133, 210.1338509241, 1410.015843688, 1211.706278169, 134.2009647374, 62.76698451599, 347.0787243475, 294.1901514646, 0.5709971461902, -61.22354521503, 0.5196898885631, -70.61663445057, -0.4263064367377, 0.6657748938377, 8.474163826, -6.416274699389
3.75, 0.05408957441995, 0.9076783855614, 1.986551680345, 219.8437045828, -49.5424765159, 250.7716965781, 466.2194730239, 218.9166194244, 1276.308059656, 1112.846986527, 376.2958358427, 210.775685547, 1407.446365056, 1215.497253579, 134.1716189649, 63.06349908307, 347.3182809473, 294.8617309009, 0.4676527653048, -61.18919249291, 0.4822764718937, -70.068079047, -0.4213567970601, 0.6696477285645, 8.542231242855, -6.445668683682
3.775, 0.05473507263133, 0.9065956262771, 1.552884765739, 220.7199277646, -49.90716976897, 252.7764687237, 466.6252689978, 218.3298576176, 1275.757785927, 1109.58772141, 375.9430289122, 210.668943525, 1410.200545329, 1207.690650888, 134.28825707, 62.89298438258, 347.1522295697, 294.0574461717, 0.5864788451741, -61.43147333507, 0.5578548160004, -70.6058273353, -0.4241433337306, 0.667774351098, 8.496309256954, -6.370152656871
3.8, 0.05444739398069, 0.9075421659436, 1.983036620873, 219.7207411839, -49.4573154762, 252.054748961, 465.9459499302, 218.6051058017, 1276.543984284, 1112.787527991, 376.2420671179, 210.5453762251, 1405.806993789, 1217.159815785, 134.0942600664, 62.97232426503, 347.3908777477, 294.82393581, 0.468421927636, -61.15552255136, 0.4729891417149, -70.4157367306, -0.4199219885564, 0.6684961887758, 8.561538711599, -6.45395254956
3.825, 0.05434389838768, 0.9060020824552, 1.598936008262, 220.0581217134, -49.84178517585, 251.9860301815, 465.665987606, 217.7303054719, 1275.962902737, 1108.870045062, 375.2872935476, 210.0441690474, 1409.021862594, 1206.960712985, 134.0161729698, 62.71493276125, 347.2145651116, 293.8606418849, 0.5721753383485, -61.2485452149, 0.5495883165621, -70.39229287187, -0.4228148067583, 0.6651511170508, 8.512658203621, -6.384272583045
3.85, 0.05503865851257, 0.9073224970475, 1.896959138729, 220.542512116, -49.77880224017, 253.6619991084, 466.9401098622, 219.0511953372, 1276.435110597, 1110.651345966, 376.9212818619, 211.0698077016, 1408.828027397, 1215.192857778, 134.377376084, 63.10604973171, 347.3481956395, 294.2638609161, 0.493977324078, -61.38301618542, 0.5366737628545, -70.85058372965, -0.42031859058, 0.6701003943954, 8.551617431046, -6.445908917613
3.875, 0.0542388372639, 0.9058938679071, 1.682155411321, 220.0470862865, -49.67848641838, 251.4650194781, 465.6176164339, 218.0579542183, 1276.130531943, 1108.063858246, 375.3934564216, 210.2087725343, 1408.182240306, 1206.459346205, 134.0022772053, 62.81059594305, 347.2665152425, 293.6389870227, 0.5498119362769, -61.24540449829, 0.5130671387631, -70.25121320754, -0.4217338788837, 0.665910713265, 8.525909552231, -6.400077641643
3.9, 0.05513357817821, 0.9070387287684, 1.781904438066, 220.635873687, -50.00849705824, 254.1957139995, 467.5269013294, 219.2123265645, 1276.298443934, 1109.18630758, 377.2864985987, 211.1337539795, 1412.232480355, 1215.565062132, 134.5438269497, 63.15271632203, 347.2958523312, 293.8534191157, 0.5266888509257, -61.40886188083, 0.5690433904749, -70.99807335411, -0.4207160837634, 0.6702176030865, 8.542318649444, -6.472883987315
3.925, 0.05434902016076, 0.9061093136238, 1.660254587576, 220.5695798936, -49.79005911438, 251.5017824965, 466.9456032707, 219.177110143, 1276.054772089, 1106.484558199, 376.5212334456, 211.0166292902, 1411.859547319, 1206.017465304, 134.37829336, 63.13973960012, 347.2316491955, 293.2071557017, 0.558514067453, -61.38984680635, 0.5113425898328, -70.26362854059, -0.4212848919878, 0.6696867564291, 8.522775199032, -6.422679422077
3.95, 0.05378248291378, 0.9070059279372, 2.085558109232, 219.624041431, -49.52186537698, 249.9671568866, 466.4856396329, 219.8413343327, 1276.721248046, 1109.055854429, 376.9085993342, 211.1160009196, 1408.623713617, 1214.541571915, 134.2465945445, 63.33278679815, 347.432948069, 293.8111165473, 0.4419500424586, -61.12850440427, 0.4659903015657, -69.85441751119, -0.4182583337837, 0.6714505694876, 8.579002757275, -6.515443496096
3.975, 0.05460068765235, 0.9055078307233, 1.559785471082, 220.4592381502, -49.93238690239, 252.7607775546, 467.709656105, 219.129393424, 1275.720369078, 1104.375985687, 376.8538624838, 210.8646597759, 1411.343858918, 1208.923522214, 134.5964932427, 63.12585333648, 347.1386252048, 292.5891920817, 0.5864803236798, -61.35990797359, 0.5553788945755, -70.61047928131, -0.4244355739453, 0.6686318289161, 8.494287895686, -6.488965520549
4, 0.1165765380745, 0.8763126824176, -3.802922891301, 219.9801139239, -33.08760129828, 249.9404020089, 356.9607737807, 219.4559521885, 1280.031701722, 1103.437121036, 274.1377721694, 210.8447596496, 1464.271852482, 1204.874952135, 102.5812414278, 63.2184492281, 347.545504503, 292.3660627075, 0.3748084687258, -61.22674312045, 0.4732042668414, -69.84491404582, 1.4294217135, 0.6692061351112, 4.014338228282, -6.485185051984
4.025, 0.1265509699366, 0.6405331531134, 5.927259253793, 219.3534225498, -30.10714018282, 271.622313001, 339.0515185542, 327.9848458258, 500.1015730334, 1005.98739115, 409.5939485183, 278.2339565255, 1376.141002029, 1041.541815828, 97.61742425466, 94.9870854485, 128.8518076041, 267.6130609911, -2.777704228303, -60.96115650235, 0.6466963306685, -75.44419955638, -1.863854679581, 0.9328122978873, -5.540047004562, -5.391149539024
4.05, 0.1644329903084, 0.7665372174372, -14.96740996276, 363.5725846865, -21.13940293164, 273.9317112469, 458.3286930461, 553.6846778188, 598.0628182692, 987.6976055754, 499.9281384799, 478.9399458569, 1094.044806614, 921.5310302155, 131.6253858196, 159.2541270214, 158.7538501467, 264.4241856928, 2.841074475486, -100.3674642275, 0.1927504488816, -75.63714159312, -2.828709139776, 1.316734777528, -5.248461192002, -2.782135767246
4.075, 0.1136309119285, 0.7214425227623, -10.94031839279, 247.3575658884, -19.23023935085, 215.8490351472, 379.624348382, 406.3608899416, 594.0600095798, 1069.26563765, 334.7198879101, 338.9226103708, 1313.445729288, 1255.347068155, 109.3154137748, 117.5924970569, 155.5204444877, 282.5274004184, 2.275299505885, -68.48184833581, -1.024723476756, -59.74918609692, -1.29257603574, 0.8709022555792, -6.160337651557, -8.73316956539
4.1, 0.09935251797726, 0.6986896534951, -7.087890372491, 205.6337425662, -25.3754406106, 214.3638911975, 386.7948565394, 425.0490433535, 578.8545468215, 985.1177621127, 374.4937335144, 340.1774562824, 1339.687428022, 1278.889205885, 111.3438151626, 122.9634127958, 151.1017507808, 258.8062618542, 1.178131314301, -56.9135775911, 0.830575919372, -59.17854915385, -1.806691361528, 0.5442345325913, -6.335505458599, -10.0459724062
4.125, 0.1088828864434, 0.7425032470211, -10.84656870552, 241.2209588851, -21.02413014498, 212.9345912749, 474.8256322453, 521.6854025001, 606.3124014971, 918.1534547281, 519.7168740324, 430.3429938643, 1157.227687969, 1044.419177172, 136.3767582675, 150.3776706298, 160.5015407758, 243.3999305846, 1.901422965902, -66.63319951122, 0.5910758414024, -58.75039992931, -3.211442874199, -0.08200006716655, -5.943961499886, -8.077309877338
4.15, 0.08289687466771, 0.6780587955289, -11.29704795325, 198.7737698122, -18.82744428871, 165.7922709851, 445.7724430975, 423.1677668557, 572.8904755931, 859.4147524943, 462.8558095534, 345.2888873458, 1238.768714388, 1041.521713707, 128.1375294807, 122.5578658311, 150.3965149607, 226.9727616411, 2.113063222984, -55.05901261423, -0.3985950996896, -46.05642296426, -2.608821981142, -0.002979899497081, -6.072269141293, -9.000146322605
4.175, 0.05887870795949, 0.6018231264904, -7.655792136115, 149.3501032709, -23.39852314159, 134.8915093504, 385.0001519122, 398.8184393378, 505.587566356, 757.763448253, 443.7799470326, 328.0317069916, 1318.914916284, 1044.527158048, 110.8769418986, 115.6204564614, 130.9106114894, 198.5503604541, 1.137974176068, -41.4656066483, 0.4768465525481, -37.7306509378, -2.356255655158, -0.487103572174, -5.90791109482, -9.760471349453
4.2, 0.05334377227508, 0.5936977528841, -8.89319281917, 143.8075979113, -21.55593289989, 123.087127075, 395.2409356563, 471.7968583365, 482.2014080074, 677.6485143121, 545.2023489168, 448.057353327, 1206.04736423, 950.2694915297, 113.9496305601, 136.2932379184, 125.4674391181, 177.618081663, 1.261066569674, -39.9379310106, 0.5597065808493, -34.43998295984, -3.063882605685, -2.127662921874, -5.583242473259, -8.961631952408
4.225, 0.04027728820869, 0.5388348413052, -10.34615389825, 121.2462822939, -18.47711338202, 101.0866574076, 367.0398370229, 451.5689160581, 438.4175349022, 590.5048942186, 560.3596237074, 479.0277349139, 1197.22373236, 960.0470199151, 106.0373129581, 130.6115422695, 113.3664810184, 153.2146799152, 1.633657408958, -33.72321087821, -0.1548337432196, -28.39530281116, -2.963264648501, -2.635439168124, -5.260076852349, -8.973949386069
4.25, 0.0289340232795, 0.4461971867599, -8.561902573597, 99.32236917918, -20.02349935419, 84.93316120746, 305.8952943028, 388.6084502462, 370.5444587437, 474.9521164115, 575.6375866289, 502.3896911029, 1230.472687281, 963.1012072579, 88.84075258805, 112.8794756321, 94.20748319358, 121.0366341525, 1.124760604613, -27.66697242865, 0.2242467414482, -23.91565123442, -2.591287850123, -2.676809845819, -4.806759844924, -8.331215345559
4.275, 0.02273707897715, 0.3771295746388, -8.406831308665, 86.63094843437, -19.43069027623, 77.36580738195, 269.2154774941, 337.432807107, 325.0278422195, 381.0995398583, 660.3373640413, 592.27568497, 1153.850600687, 896.7658332778, 78.88585637779, 98.82509599217, 82.27831659634, 95.91233254508, 0.9044589446084, -24.13957076984, 0.5025468488738, -21.74638066436, -2.550185466248, -2.737440207541, -4.312612377083, -7.109082904587
4.3, 0.0181024225261, 0.3049938675874, -9.316205159034, 76.93843995456, -17.45904662221, 71.02621367033, 223.9671243436, 271.0484108901, 278.6599983892, 298.1508021855, 713.4257650537, 637.459240569, 1111.375874238, 857.1197641015, 66.46127795932, 80.48191240188, 69.8005585179, 73.44721521166, 1.01347773906, -21.44172093168, 0.2423274431685, -19.9427996605, -2.20492327849, -2.209945199761, -3.802198563578, -6.006222975865
4.325, 0.01521273456158, 0.2233026772323, -8.933649570203, 71.31101353127, -17.36967013884, 66.55149939039, 163.4096677801, 192.3405944335, 223.4808002061, 216.8075320825, 741.7821252746, 650.7026634959, 1091.597895364, 834.3861757258, 49.65585808395, 58.56833831361, 54.66430968087, 51.20042454472, 0.8004530694293, -19.86790518759, 0.3847678763324, -18.67257943287, -1.574857579372, -1.350480639519, -3.233512892106, -4.938637020037
4.35, 0.01331269620771, 0.1639477909657, -8.977212896324, 67.31059565853, -16.90164196511, 63.99390512928, 117.5361956467, 135.7067952258, 182.6413009841, 158.8126289041, 791.3646259495, 687.1454305693, 1039.425044973, 788.2008874603, 37.13579030219, 43.06851944899, 43.79981777341, 35.75665566996, 0.6300141158037, -18.75741426334, 0.5534299172882, -17.94135912195, -1.085091667933, -0.6890817665777, -2.750220370989, -4.035783170617
4.375, 0.01206613548341, 0.11909718443, -9.750462698154, 64.52265997079, -15.73145595632, 62.27951746154, 79.40488519093, 93.77033372072, 149.5780733589, 117.7089211023, 825.6161966573, 709.6044956707, 996.7575823985, 753.0699416514, 26.72639053979, 31.63923697761, 35.00944092011, 24.86297722673, 0.6698270033329, -17.99413263809, 0.4827380177927, -17.45665783246, -0.6292000965712, -0.1351707901369, -2.342151360318, -3.374728770025
4.4, 0.01133627568959, 0.07806592182683, -10.11096311122, 63.21735256742, -15.2248545435, 60.85213916089, 41.73618566074, 56.78658993042, 116.6830969081, 82.69074369635, 839.7454384396, 713.3948456678, 976.8514454845, 739.2817822797, 16.33131697948, 21.46311833576, 26.06689908644, 15.39492353616, 0.6371170947416, -17.64324928615, 0.4942489372727, -17.06103060717, -0.1603523093795, 0.3713419354674, -1.96299691128, -2.863437579742
4.425, 0.01076968934186, 0.04969761095666, -10.39013193989, 62.13903433557, -14.91592646617, 59.9021612459, 14.13754814171, 32.1320930861, 92.51699340092, 59.26128268036, 860.1765412087, 724.8370901374, 951.4225049004, 720.8376703047, 8.801855239434, 14.80712954493, 19.59903919549, 9.202216434037, 0.5625532029257, -17.35896789146, 0.573973193339, -16.79883403588, 0.1849870036707, 0.7321983400033, -1.669562549981, -2.488045107776
4.45, 0.01013467232555, 0.03254616141067, -11.03615534939, 60.85470667319, -14.3238092928, 58.98388206486, -4.194999902994, 17.69624952654, 76.55324126349, 45.76509634178, 877.9311138103, 736.3980239966, 931.8591185254, 706.2915423045, 3.847277023875, 11.01099899387, 15.36938502863, 5.725510083069, 0.5931038590141, -17.02022453201, 0.5472141950725, -16.54704775059, 0.4234086054944, 0.9734860984238, -1.461624955964, -2.242680748795
4.475, 0.009562373882007, 0.01774328113825, -11.49935468108, 59.82321778563, -13.89200529318, 57.91255760729, -20.26151789477, 5.590356104215, 62.14715236649, 34.22288019398, 889.3247880616, 741.3712026925, 925.9080567737, 708.8544616655, -0.525382247593, 7.793578520334, 11.46187631048, 2.595394698866, 0.5985418316488, -16.7487618753, 0.5038544813598, -16.25572933914, 0.6273119555836, 1.173654357932, -1.280418065339, -2.060190483816
4.5, 0.008990772074665, 0.007438133766175, -11.78237906481, 58.85273185084, -13.82969919184, 57.04019743866, -31.95910604309, -2.952741409732, 51.87515239653, 26.19622065189, 897.7623680399, 742.2913061473, 915.1009086972, 704.7497836882, -3.703787853428, 5.522986970983, 8.738757035441, 0.498032069604, 0.5678137121318, -16.49329806844, 0.5639894829928, -16.0187575009, 0.7744949448302, 1.322473239431, -1.143977197497, -1.917603874587
4.525, 0.008121271236429, 0.002599949634282, -12.25148329809, 57.24947047108, -13.62615042101, 55.71209808847, -38.4493731575, -6.838112776904, 46.38137922283, 22.47435702606, 912.652475475, 749.949996981, 913.2715997224, 703.7444631421, -5.390569361965, 4.599626452162, 7.280191785316, -0.4413013638916, 0.5765086119748, -16.06565873953, 0.546961673331, -15.65823373325, 0.8596162414666, 1.414201042137, -1.059652295586, -1.833616440228
4.55, 0.007368182985402, -0.0006421478809269, -12.54582425887, 55.84738087674, -13.36944174485, 54.45748938548, -42.95476717889, -9.620643634449, 42.60029151522, 19.66132798654, 918.1150586494, 750.605251417, 910.2699014035, 708.6558746063, -6.594273600915, 3.905268432219, 6.299866136947, -1.200950906366, 0.5738928363476, -15.68954385751, 0.5106250821198, -15.31768499274, 0.9176353363658, 1.48047999675, -0.9973903277198, -1.774187102671
